VideoID,Comentario,Fecha
2Btx6xU8Aw4,"Alexandra, como me han emocionado las preciosas y sentidas palabras de Cynthia hacia Sara. Impresionante la alegría y unión de tu familia. Felididades, pero siguiéndote tanto tiempo no me sorprende nada.❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉",2024-09-21T10:40:57Z
2Btx6xU8Aw4,Ah y muy gracioso lo de Gasshan enterándose al día siguiente del corte de pelo. Hombres 😂 jajajaj los necesitamos,2024-09-21T10:28:22Z
2Btx6xU8Aw4,"Hola Alex! Enhorabuena por la boda, por lo que hemos visto ha sido lo que tiene que ser una boda, un encuentro familiar y con amigos para disfrutar y estar a gusto un día todos juntos. Decirte que yo me casé hace justo un año y también llevé vestido de Silvia Fernández y que es una elección muy buena. Sus vestidos son comodisimos, además tienen muy buen ojo para saber qué te queda bien según tu tipo de cuerpo. También en calidad-precio me parece mucho mejor que otras marcas más comunes y conocidas. Ah y yo soy grande y alta uso una 48. Así que digamos que no tengo cuerpo normativo. De verdad que me alegro mucho que os hiciera ella los vestidos porque creo que sentirte cómoda y guapa ese día es muy importante. <br>Un abrazo ❤",2024-09-21T10:27:33Z
2Btx6xU8Aw4,"Me he emocionado muchísimo con ese precioso discurso de tu hermana. Enhorabuena a la pareja y a vosotros,por compartir su felicidad 😊",2024-09-21T10:21:09Z
2Btx6xU8Aw4,Ese niño cada dia esta mas guapo!,2024-09-21T10:15:10Z
2Btx6xU8Aw4,"Precioso tu vestido, te queda espectacular, todo un acierto 👌🏻",2024-09-21T09:43:27Z
2Btx6xU8Aw4,Ohhhhh que precioso acontecimiento…. Es maravilloso poder haber sido parte de este momento… de verdad que palabras tan mágicas de cynthia 😢he llorado con sus palabras cuanto amor !!!! La verdad que tu hermana es un encanto… y poder escucharla con sus palabras y su mirada hacia Sara ha sido increíble. Gracias de verdad por compartir algo tan especial con nosotros… tu vestido era IMPRESIONANTE 🤩 NO SE ME QUEDÓ SIN PALABRAS SOLO VOLVER A DECIRTE GRACIAS POR ESTOS MOMENTOS…❤❤❤❤,2024-09-21T08:19:04Z
2Btx6xU8Aw4,Ideal💐,2024-09-21T08:06:02Z
2Btx6xU8Aw4,Imposible no llorar en el discurso de Cintia. 9:30am y ya cn la lágrima 😂❤,2024-09-21T07:41:38Z
2Btx6xU8Aw4,HOLAAA??? La panzá de llorar que me estoy pegando con la boda de Cinthia??? Cómo si se casase mi propia hermana estoy,2024-09-21T07:02:05Z
2Btx6xU8Aw4,❤❤❤,2024-09-21T06:47:35Z
2Btx6xU8Aw4,Llorar con el discurso de Cinthia is my passion 😢😢😢 <br>Qué boda tan bonita y llena de amor! 😍,2024-09-21T06:31:28Z
2Btx6xU8Aw4,Que boda tan preciosa 😍 gracias por compartir este momento tan especial.<br>Por cierto tu hermana preciosa y con el pelo corto más aun!!!<br>Para cuando tu corte de pelo???,2024-09-21T06:02:44Z
2Btx6xU8Aw4,Amo amo ❤,2024-09-21T05:52:36Z
2Btx6xU8Aw4,Enhorabuena todo espectacular  …… sois geniales ❤❤❤❤❤❤,2024-09-21T05:20:59Z
2Btx6xU8Aw4,"Que emocionnnn ver a la familia reunida y festejarrr , 😢 me salió el lagrumonn , que hermoso festejo !!! Un abrazo desde Argentina",2024-09-21T01:41:08Z
2Btx6xU8Aw4,"Alex, es lo que yo llamo una boda con amor del bueno…💕 Felicidades a las dos!🫶👩‍❤️‍👩<br>Una boda preciosa, divertida y espontánea! No se puede pedir más. <br>Tu, y el escenario de la sierra…espectacular.<br>Que vaya todo genial estas próximas  <br>semanas, Alex!  Besossss<br>🫶❤️😘<br>🐣",2024-09-21T00:51:16Z
2Btx6xU8Aw4,Que bonitas iban las dos❤ que precioso todo!🎉,2024-09-21T00:19:17Z
2Btx6xU8Aw4,Pues que viva el amor,2024-09-20T23:49:48Z
2Btx6xU8Aw4,Yo.creo que hemos llorado todas con los votos de.tu hermana❤ vivan las novias🎉,2024-09-20T23:28:20Z
2Btx6xU8Aw4,"NO TENGO PALABRAS TODAS DOS ESTABAN MUY GUAPAS, Y POR SUPUESTO TU Y TU FAMILIA ALEX ESE TRAJE ESTABA MARAVILLOSO. MUCHAS FELICIDADES",2024-09-20T23:09:55Z
2Btx6xU8Aw4,Hayyyyy QUE GUAPA,2024-09-20T23:02:09Z
2Btx6xU8Aw4,"Ay Alex, soy yo que veo mal o cuando te estabas poniendo la mascarilla japonesa te pusiste en la cara  el plástico y no la gasa? De ser así, un LOL catedralicio! 🤣🤣",2024-09-20T22:02:17Z
2Btx6xU8Aw4,"Gracias por compartir,el vestido la novia Cintia espectacular! Y me encanta verte feliz 😍",2024-09-20T21:50:06Z
2Btx6xU8Aw4,"Dios mío que discurso el de Cinthia, el mejor que he escuchado hasta ahora, me ha hecho llorar 🥹🥹🥹 Que bonita familia Alex, y que bella estabas con ese vestidazo! Adoramos tus vlogs, como siempre &lt;3 Gracias por compartir estos momentos con nosotros!",2024-09-20T21:46:05Z
2Btx6xU8Aw4,dios q linda palablas de amor ufff😢,2024-09-20T21:10:59Z
2Btx6xU8Aw4,Que boda tan bonita! Me encanto todo  🥰,2024-09-20T21:07:00Z
2Btx6xU8Aw4,"Que preciosa boda, que guapas ❤❤💞💞",2024-09-20T20:02:17Z
2Btx6xU8Aw4,Enhorabuena! ;-),2024-09-20T19:30:41Z
2Btx6xU8Aw4,🥰🙏🏻👏🏻,2024-09-20T19:25:34Z
2Btx6xU8Aw4,Familia muchísimas felicidades 😢😢😢😢😢😢😢😢🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-09-20T18:18:11Z
2Btx6xU8Aw4,Gracias por la invitación a la boda .como siempre todo excelente.sin palabras.y UD siempre bellísima.felicidades   y que sigan los exitos un abrazo de Venezuela.,2024-09-20T18:08:34Z
2Btx6xU8Aw4,"Que hermosas palabras de la novia, de verdad llegan al corazón, gracias Alex por compartir ese momento tan especial",2024-09-20T18:03:24Z
2Btx6xU8Aw4,Guapísimos todos!! <br>Espectacular vestido amarillo. Ghassan estaba guapísimo y sashito adorable. Favorecedor corte de pelo de Cynthia. Felicidades ❤❤,2024-09-20T17:49:08Z
2Btx6xU8Aw4,?,2024-09-20T17:12:38Z
2Btx6xU8Aw4,🤧🤧🤧👰👰👰👏👏👏💖💖💖💝,2024-09-20T17:00:56Z
2Btx6xU8Aw4,"la boda fue magica , el discurso de la novia me a hecho llorar !! en horabuena",2024-09-20T16:22:50Z
2Btx6xU8Aw4,🇺🇾❤❤❤❤🙏🙏🙏🙏🙏,2024-09-20T16:12:20Z
2Btx6xU8Aw4,"Gracias por compartir este día con nosotras, emocionante el discurso de Cynthia, preciosas las novias y tu estabas espectacular ❤",2024-09-20T16:05:45Z
2Btx6xU8Aw4,Hola Álex que vidio más bonito todos guapísimos Sacha está para comérselo fascinante todo de película 😘😘😘,2024-09-20T15:55:23Z
2Btx6xU8Aw4,"Alex ahora me caes mejor aún, que belleza los votos de tu hermana, y que bonito que estés ahí y que la apoyes y que la ames tal cual es. Eso habla mucho de tu corazón ❤",2024-09-20T15:41:35Z
2Btx6xU8Aw4,"Felicidades para tu hermana, y a toda la familia que podéis estar juntos y celébrarlo, gracias por enseñar y compartir",2024-09-20T14:46:39Z
2Btx6xU8Aw4,Alex como te haces las ondas que llevas al principio del video??,2024-09-20T14:28:08Z
2Btx6xU8Aw4,Que boda mas bonita! La familia feliz! Bendiciones a la feliz pareja! Me encantó! ❤,2024-09-20T14:08:46Z
2Btx6xU8Aw4,"Me ha súper encantado tu Vlog, el discurso de tu hermana...llorando he estado. Íbais todo guapísimos, enhorabuena y amo tu naturalidad siempre Lolllz ❤",2024-09-20T14:07:26Z
2Btx6xU8Aw4,😊,2024-09-20T13:52:27Z
2Btx6xU8Aw4,"Felicidades, todo muy top!! ❤",2024-09-20T13:51:28Z
2Btx6xU8Aw4,El vídeo más bonito de todo tu canal 😍,2024-09-20T13:40:16Z
2Btx6xU8Aw4,"Alex: mañana se casa mi hermana, se me ha pasado esta semana volando... ¿verdad?<br>Ghassan: sí claro, eso es lo que pasa cuando llegamos sin preparar <b>evil laugh</b> <br>HAHAHAHAHA me he reído en alto y todo 🤣",2024-09-20T13:39:59Z
2Btx6xU8Aw4,"Madre mía qué bonito, que declaración más bonita ❤❤❤❤.... Ufff insuperable",2024-09-20T13:33:40Z
2Btx6xU8Aw4,Waooo una boda hermosa felicidades para tu hermana y su pareja Sahsa cada vez más grande y guapo 👏🇨🇴🇪🇸,2024-09-20T13:15:42Z
2Btx6xU8Aw4,"Enhorabuena, Alex!! Ibais espectulares...Y vaya llantina con el discurso tan bonito de Cintia!♥",2024-09-20T13:14:45Z
2Btx6xU8Aw4,He llorado 😢q bonito,2024-09-20T13:14:38Z
2Btx6xU8Aw4,Muy emotiva la ceremonia y muuuuuuuy guapas las novias y los invitados 😊😊😊,2024-09-20T13:10:41Z
2Btx6xU8Aw4,Un fuerte abrazo para Cinthya y Sara su boda fue hermosa… saludos desde Mexico…,2024-09-20T12:47:44Z
2Btx6xU8Aw4,"Maravillosa la boda, felicidades! .Mu hija Blanca se casó el 31 de agosto y también fue maravilloso, pero es cierto que al día siguiente y la semana siguiente te queda un poco de nostalgia que haya transcurrido todo tan rápido. ❤",2024-09-20T12:34:51Z
2Btx6xU8Aw4,💟♾🍀🦋🥂,2024-09-20T12:05:39Z
2Btx6xU8Aw4,"Hola,me agustado mucho la boda espero mucha salud y felicidad,hacia tiempo que no veía tus videos(por problemas) y tu hijo está precioso mucha salud haber si me pongo al dia❤",2024-09-20T11:38:52Z
2Btx6xU8Aw4,Oyeeeee no nos hagas llorar que bonito los votos de tu hermana 😢,2024-09-20T11:28:13Z
2Btx6xU8Aw4,"Meu Deus..<br>O discurso da tua irma foi das coisas mais bonitas e profundas que ouvi na vida.<br> Que amor tão bonito, puro e verdadeiro ❤❤❤❤<br>Espero que seja eterno, tal como o amor e força incrível que vos une❤<br><br>É inspirador... O amor é inspirador ❤",2024-09-20T11:25:33Z
2Btx6xU8Aw4,Mcdonalds fue lo mejor❤❤❤,2024-09-20T11:20:45Z
2Btx6xU8Aw4,❤❤❤❤❤❤❤❤❤,2024-09-20T11:04:09Z
2Btx6xU8Aw4,muy emocionate !!!,2024-09-20T11:03:05Z
2Btx6xU8Aw4,Madre mía tu hermana me ha tocado el corazón con esas palabras tan tan bonitas y sentidas hacía Sara. Que bonito que sienta así y que corazón más bueno y noble tiene. Ojalá un día encontrar un amor así como el que describe ella. Enhorabuena a tu hermana y a Sara. Tu ibas espectacular Alex con ese vestido tan sencillo pero con esas mangas espectaculares 😍 sin duda cada día te admiro más ya no solo por tus logros laborales sino por la gran familia que te acompaña ❤,2024-09-20T10:27:31Z
2Btx6xU8Aw4,"Ghassan, como cualquier hombre, no se dio cuenta del corte del pelo jajajaja que bueno. He llorado y me he reído, que blog mas bonito",2024-09-20T10:14:44Z
2Btx6xU8Aw4,🤍🤍,2024-09-20T09:56:59Z
2Btx6xU8Aw4,Madre miaaaa.....que llorarea......los pelos de punta.....os queremos ......,2024-09-20T09:32:45Z
2Btx6xU8Aw4,Que ha pasaooo que no hubo ni despedida ramdon jajaja precioso todo,2024-09-20T09:23:33Z
2Btx6xU8Aw4,💛,2024-09-20T09:22:00Z
2Btx6xU8Aw4,Con lo q me gusta a mi el amarillo me encanta ❤,2024-09-20T09:16:53Z
2Btx6xU8Aw4,El Corte de tu hermana es el que dije una vez que para mí era el que mejor te quedaria,2024-09-20T09:16:19Z
2Btx6xU8Aw4,Un día mágico... Estás guapísima,2024-09-20T09:04:51Z
2Btx6xU8Aw4,"Me emocionado este video, 😢 votos de tu hermana <br>Guapassss y guaposss, todasss y todosss 😊😊😊<br>Gracias compartir este momento 🌹🌹<br>Felicidades a las novias 🌹🤩🌷☺️🥰",2024-09-20T08:45:38Z
2Btx6xU8Aw4,"Ha sido una boda preciosa, tu hermana y su mujer, estaban guapísimas y tu, ideal, maravillosa.",2024-09-20T08:27:24Z
2Btx6xU8Aw4,Los tigretones me gustan pero los bonis… me devuelven a la infancia ( soy mayor que tú y de pequeña creo que había panteras rosas y bonis). Los tigretones no sé si aparecieron más tarde o yo no comía.,2024-09-20T08:20:27Z
2Btx6xU8Aw4,"A ver si alguien me ayuda: creo que en algún momento Alexandra dice qué tratamiento se ha hecho en el pelo, ¿qué tratamiento es? Que no tengo tiempo de buscarlo y me puede el ansia",2024-09-20T08:12:46Z
2Btx6xU8Aw4,Precioso todo‼️👏👏👏❤❤❤❤ ENHORABUENA a las recién casadas‼️🥰🥰🥰…. Looks divinos‼️ y tu madre espectacular de Lila🥰🥰🥰,2024-09-20T08:01:34Z
2Btx6xU8Aw4,"Nunca comento nada, pero está boda me ha emocionado ❤❤",2024-09-20T07:56:21Z
2Btx6xU8Aw4,Un discurso maravilloso... dice que sus palabras las sacó de un libro... ¿ podríais decir cual es? dan ganas de leerlo! enhorabuena a las novias y a toda la familia!,2024-09-20T07:50:18Z
2Btx6xU8Aw4,"❤❤que llorera me he pegado, el discurso de tu hermana.....mis buenos deseos para las dos. Que familia más bonita tienes Alex, sois hermosas personas todos",2024-09-20T07:43:13Z
2Btx6xU8Aw4,Que lloriquera jajaajjajaja Inés me representa 24/7 llorando jajajajjajja,2024-09-20T07:42:48Z
2Btx6xU8Aw4,Que boda tan preciosa y que discurso el de tu hermana 😢 llore  y todo jajajja aunque nos quedamos con ñas ganas de oír el tuyo Alex,2024-09-20T07:35:36Z
2Btx6xU8Aw4,"¡Qué emoción! Una boda fantástica, las novias preciosas!!!! Sashito un caballerito. Muchas felicidades familia 🌹🎊🌹🌹🌹",2024-09-20T07:34:51Z
2Btx6xU8Aw4,Una boda de ensueño 😊 hermosa declaración de amor de tu hermana ❤,2024-09-20T07:29:06Z
2Btx6xU8Aw4,😢 Dios hizo el diseño de hombre y mujer para formar una pareja. Dios las bendiga con sabiduría y discernimiento 🙌🏽,2024-09-20T07:19:54Z
2Btx6xU8Aw4,"Hola, ¿de dónde es la bata que le regalaron a tu hermana? Busco algo así para la mía, pero no encuentro nada personalizable y de calidad.",2024-09-20T07:04:12Z
2Btx6xU8Aw4,Jo una boda de cuento de princesas🥲🥺un sueño,2024-09-20T06:56:31Z
2Btx6xU8Aw4,Preciosa boda y una  declaración de amor que me ha emocionado muchísimo.<br>Gracias una vez más por éste contenido tan íntimo que nos has compartido .❤❤❤,2024-09-20T06:53:00Z
2Btx6xU8Aw4,❤LA DECLARACIÓN DE AMOR MAS LARGA DE LA HISTORIA❤ COMBINADA CON UN CORTE DE PELO ESPECTACULAR❤<br>QUE ESTILOSA ERES MIARMA jajajjajajaja,2024-09-20T06:44:47Z
2Btx6xU8Aw4,Que manera de llorar!!! Felicidades a tod@s!!!🎉🎉🎉❤❤❤❤❤,2024-09-20T06:37:58Z
2Btx6xU8Aw4,Cantas muy bien Alexandra !!!⚡️<br>Felicidades chicas! 🥂<br>Tu vestido topisimo!<br>Saluditos🙋‍♀️,2024-09-20T06:29:29Z
2Btx6xU8Aw4,Muy bonita la boda . tú espectacular ❤,2024-09-20T06:28:05Z
2Btx6xU8Aw4,Preciosa declaración ❤🥺 preciosa boda 💍 gracias por compartirlo Alex 💋💋,2024-09-20T06:17:04Z
2Btx6xU8Aw4,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-09-20T06:08:09Z
2Btx6xU8Aw4,Que bonitoo❤❤❤❤,2024-09-20T05:57:42Z
2Btx6xU8Aw4,Una ceremonia muy bonita Felicidades❤❤❤,2024-09-20T05:35:32Z
2Btx6xU8Aw4,Lo que me gustaría vivir tu vida aunque fuera un día🥺que mal repartido está este mundo 😂😂lo digo desde el amor y el cariño .❤❤❤❤❤,2024-09-20T05:15:33Z
2Btx6xU8Aw4,Una pregunta: de donde son las gafas de sol de Ghassan? MUY FAN TUYO ❤,2024-09-20T04:43:25Z
2Btx6xU8Aw4,"Qué preciosidad las palabras de Cynthia, qué novias tan guapísimas! Alex, absolutamente espectacular 💛",2024-09-20T04:36:26Z
2Btx6xU8Aw4,"Como me han gustado las novias, el vestido de tu hermana era preciso, super elegante. Que decir de los votos de tu hermana, que palabras más bonitas que sentimiento, de lagrimilla.    ❤",2024-09-20T04:16:29Z
2Btx6xU8Aw4,"Oh No, que pasó?, este si fue un final random, es como si Sashito hubiera aplastado un botoncito y se cerrara todo Lol, hermoso video de la boda que nice la locación  y el vestido de la novia y el tuyo espectacular como siempre todos guapos y Sashito ni hablar , nos mata cuando sale con su pañuelito en el cuello handsome. Dios los Bendiga.",2024-09-20T04:14:24Z
2Btx6xU8Aw4,"Todo maravilloso, pero ya acostumbradas a 1 hora de vlog, este se me ha hecho cortisimo 😩",2024-09-20T04:04:34Z
2Btx6xU8Aw4,Que suerte tienes de tener una hermana maravillosa ame su discurso❤❤❤,2024-09-20T03:51:20Z
2Btx6xU8Aw4,❤❤❤ Que maravilla de boda... Todos guapísimos❤.,2024-09-20T03:43:44Z
2Btx6xU8Aw4,"Hola, Alessandra todo precioso la, boda, muy bonita, y emocionante   tu familia, jenial y tu como siempre muy bella como persona y muy simpática   y umirde ala ves eres jenial   siempre te sigo soy rosana,  de Alicante besos tu niño es precioso bello como su mamá y su papá  tu marido  es  suore marido con Tigo una, familia, muy bonita  besos  y no cambies nunca me gustaría, que en algún video  me saludaras  jaa eres estupenda, ❤😅❤",2024-09-20T03:32:04Z
2Btx6xU8Aw4,Que bonito es vivir en un pais donde se respetan los derechos humanos por ejemplo tu hermana que pueda casarse con Sara en Dubai podria casarse ?,2024-09-20T03:12:38Z
2Btx6xU8Aw4,Blah blah bla la pura frivolidad😂,2024-09-20T03:07:52Z
2Btx6xU8Aw4,Y Libano?????,2024-09-20T03:06:33Z
2Btx6xU8Aw4,Después de ese Discurso...es que nada!  MARAVILLOSO😍,2024-09-20T02:53:00Z
2Btx6xU8Aw4,No sientes nada de las atrozidades que estan pasando en Lebanon?..no mencionas nada me Paraces muy frivola sorry,2024-09-20T02:49:00Z
2Btx6xU8Aw4,que manera de llorar con el discurso tan lindo❤ que sean inmensamente felices!🎉❤,2024-09-20T02:30:58Z
2Btx6xU8Aw4,"Hermosa la boda de Cynthia! Los que te seguimos desde los inicios y la hemos visto crecer, sentimos (estoy segura del plural) que se nos caso un familiar muy cercano, el discurso hermoso, o sea que palabras más llenas de amor, llore sin chistar!!!",2024-09-20T02:26:48Z
2Btx6xU8Aw4,"Hermosa boda y muy emotiva ,le deseo muchas bendiciones a tu hermana, y gracias x compartir tus bellos momentos, saludos desde México.",2024-09-20T01:59:45Z
2Btx6xU8Aw4,Eesperaba al novio😮 muchas felicidades por hacer  realidad su sueños!!,2024-09-20T01:42:04Z
2Btx6xU8Aw4,Que momentos tan íntimos y hermosos gracias por compartirlos. Muchas felicidades para las novias. Son una hermosa familia ❤,2024-09-20T01:38:09Z
2Btx6xU8Aw4,"Que lindo cuando se celebra el amor y más sin son con los que amas y te aman, hermoso todo y le deseo una linda vida y feliz matrimonio ❤",2024-09-20T01:30:22Z
2Btx6xU8Aw4,Lloreee❤❤❤❤,2024-09-20T01:17:39Z
2Btx6xU8Aw4,Enhorabuena 😊❤,2024-09-20T01:16:15Z
2Btx6xU8Aw4,"Que vergüenza de lesbianas , va contra la ley de DIOS .",2024-09-20T01:03:04Z
2Btx6xU8Aw4,"Bella boda felicidades a<br>Los novias, muy lindo todo",2024-09-20T01:00:56Z
2Btx6xU8Aw4,"Guapísimas las novias, muchas felicidad para las dos,bueno,bueno como iba la hermana de la novia, espectacular,que vestido más increíble estabas guapísima,muchas felicidades para todos, un beso desde Madrid",2024-09-20T00:33:46Z
2Btx6xU8Aw4,"Muchísimas Felicidades para las novias y para toda la familia , espectaculares, muy guapas y tu familia preciosa y en especial tu. El vestido era maravilloso y te quedaba genial . Gracias por compartir ese día tan especial para toda tu familia 🎉❤",2024-09-20T00:29:41Z
2Btx6xU8Aw4,mega vestido mega guapas ambas,2024-09-20T00:23:05Z
2Btx6xU8Aw4,Eh llorado con las palabras de tu hermana !!y ame que salió con el cabello corto ! Muchas felicidades,2024-09-20T00:23:00Z
2Btx6xU8Aw4,Que mujer tan sangrona!!!!,2024-09-20T00:10:05Z
2Btx6xU8Aw4,"Se me aguoo el ojito... que palabras tan lindas!!! Felicidades a las novias, y mucha felicidad para la vida!!! Y la boda fue toda una felicidad, y  todo un hit.... las papitas de Mc Donalds....",2024-09-19T23:51:28Z
2Btx6xU8Aw4,"Alex que boda tan preciosa . Me emocione un montón !! Las dos novias verdaderamente elegantes y preciosas . Y tu vestido, muy buena elección. ❤❤❤ Que viva el amor !!",2024-09-19T23:47:22Z
2Btx6xU8Aw4,Discurso hermoso en verdad,2024-09-19T23:42:55Z
2Btx6xU8Aw4,Te felicitó todo muy hermoso🎉🎉❤,2024-09-19T23:42:24Z
2Btx6xU8Aw4,"Mil felicidades a las Novias, Alex q tengas excelente viaje",2024-09-19T23:42:15Z
2Btx6xU8Aw4,"Hermosa boda, hermosa familia, hermoso todo.❤❤",2024-09-19T23:41:08Z
2Btx6xU8Aw4,De 10 como siempre !!!! Gracias por compartirnos tanto !!!! Se agradece ❤,2024-09-19T23:26:06Z
2Btx6xU8Aw4,"Qué bonito qué emotivo muchas felicidades a tú hermana a ti y tú familia muy lindo su vestido,Sachito qué guapito tan chiquito tan bello niño ❤",2024-09-19T23:21:23Z
2Btx6xU8Aw4,"La que de amarillo se viste, guapa se creé 😂😂",2024-09-19T23:18:27Z
2Btx6xU8Aw4,"Gracias por un video tan <a href=""http://especial.no/"">especial.No</a> se que tal tu relación con Belén Histalet pero yo la veo a un nivel como el tuyo me encantais las 2,😅",2024-09-19T22:57:48Z
2Btx6xU8Aw4,"Que bonito el discurso de tu hermana, enhorabuena",2024-09-19T22:54:23Z
2Btx6xU8Aw4,"Mira Alex, todo fenomenal, tu hermana y tu cuñada guay, Sashito y tus padres fenomenal, la boda un éxito, pero el más guapo y elegante Gassam, un príncipe, cuidalo mucho",2024-09-19T22:54:02Z
2Btx6xU8Aw4,"❤Que bonito el vídeo y los votos de tu hermana,super sinceros y maravillosos.Que alegría UE se hayan encontrado en la vida ,les deseo la mayor felicidad.Tu ibas guapísima,el vestido ,super especial 😅❤",2024-09-19T22:52:11Z
2Btx6xU8Aw4,"Que bonito todo, que lágrimas 😢😢😢hay que guapos todos me ha encantado 🤩🤩🤩🤩",2024-09-19T22:47:50Z
2Btx6xU8Aw4,Muchísimas felicidades para tu hermosa hermana feliz unión.❤❤,2024-09-19T22:47:36Z
2Btx6xU8Aw4,Tenéis nanny full time?,2024-09-19T22:34:45Z
